k	V
760	4.108E-01
770	4.146E-01
780	4.240E-01
790	4.268E-01
800	4.282E-01
810	4.387E-01
820	4.399E-01
830	4.428E-01
840	4.442E-01
850	4.491E-01
860	4.594E-01
870	4.739E-01
880	4.767E-01
890	4.770E-01
900	4.822E-01
910	4.869E-01
920	4.907E-01
930	4.993E-01
940	5.027E-01
950	5.133E-01
960	5.176E-01
970	5.169E-01
980	5.225E-01
990	5.372E-01
1000	5.396E-01
1100	5.637E-01
1200	5.986E-01
1300	6.235E-01
1400	6.658E-01
1500	6.769E-01
1600	7.122E-01
1700	7.182E-01
1800	7.584E-01
1900	7.436E-01
2000	7.698E-01
2100	7.927E-01
2200	8.176E-01
2300	8.459E-01
2400	8.827E-01
2500	8.762E-01
2600	8.880E-01
2700	8.842E-01
2800	8.754E-01
2900	8.635E-01
3000	8.792E-01
3100	8.793E-01
3200	8.907E-01
3300	8.692E-01
3400	8.521E-01
3500	8.842E-01
3600	8.948E-01
3700	9.080E-01
3800	9.013E-01
3900	9.055E-01
4000	9.178E-01
4100	9.265E-01
4200	9.095E-01
4300	9.290E-01
4400	9.436E-01
4500	9.335E-01
4600	9.206E-01
4700	9.485E-01
4800	9.714E-01
4900	9.955E-01
5000	9.846E-01
5100	9.624E-01
5200	9.721E-01
5300	1.002E+00
5400	9.839E-01
5500	9.693E-01
5600	9.994E-01
5700	1.010E+00
5800	1.024E+00
5900	1.041E+00
6000	1.042E+00
6100	1.055E+00
6200	1.056E+00
6300	1.072E+00
6400	1.035E+00
6500	1.047E+00
6600	1.085E+00
6700	1.055E+00
6800	1.057E+00
6900	1.043E+00
7000	1.048E+00
7100	1.011E+00
7200	9.764E-01
7300	9.790E-01
7400	9.768E-01
7500	1.015E+00
7600	9.807E-01
7700	1.014E+00
7800	9.889E-01
7900	9.920E-01
8000	1.029E+00
8100	1.038E+00
8200	1.051E+00
8300	1.020E+00
8400	1.019E+00
8500	1.006E+00
8600	1.002E+00
8700	1.024E+00
8800	1.006E+00
8900	1.002E+00
9000	9.915E-01
9100	1.004E+00
9200	1.032E+00
9300	9.922E-01
9400	1.020E+00
9500	1.049E+00
9600	1.096E+00
9700	1.064E+00
9800	1.049E+00
9900	1.069E+00
10000	1.060E+00
11000	9.884E-01
12000	9.478E-01
13000	9.873E-01
14000	1.088E+00
15000	1.138E+00
16000	1.006E+00
17000	1.029E+00
18000	1.010E+00
19000	9.441E-01
20000	9.667E-01
21000	1.027E+00
22000	1.020E+00
23000	9.164E-01
24000	9.269E-01
25000	8.500E-01
26000	9.976E-01
27000	1.027E+00
28000	1.044E+00
29000	9.812E-01
30000	1.042E+00
31000	9.923E-01
32000	1.019E+00
33000	1.038E+00
34000	9.761E-01
35000	9.676E-01
36000	9.886E-01
37000	1.066E+00
38000	1.081E+00
39000	1.024E+00
40000	1.087E+00
41000	9.667E-01
42000	1.002E+00
43000	9.659E-01
44000	9.803E-01
45000	9.945E-01
46000	1.061E+00
47000	1.080E+00
48000	8.788E-01
49000	9.591E-01
50000	1.024E+00
51000	9.868E-01
52000	8.747E-01
53000	8.808E-01
54000	9.175E-01
55000	9.332E-01
56000	9.014E-01
57000	1.012E+00
58000	1.014E+00
59000	1.046E+00
60000	9.621E-01
61000	9.135E-01
62000	9.259E-01
63000	8.718E-01
64000	1.050E+00
65000	1.068E+00
66000	1.028E+00
67000	1.112E+00
68000	9.983E-01
69000	1.011E+00
70000	9.964E-01
71000	1.016E+00
72000	1.025E+00
73000	9.804E-01
74000	1.003E+00
75000	9.647E-01
76000	9.837E-01
77000	8.906E-01
78000	9.642E-01
79000	1.040E+00
80000	9.845E-01
81000	9.723E-01
82000	9.806E-01
83000	9.687E-01
84000	9.673E-01
85000	9.667E-01
86000	9.624E-01
87000	9.458E-01
88000	9.307E-01
89000	8.873E-01
90000	9.335E-01
91000	1.008E+00
92000	1.034E+00
93000	1.030E+00
94000	1.013E+00
95000	1.087E+00
96000	1.056E+00
97000	1.072E+00
98000	9.617E-01
99000	1.084E+00
100000	1.003E+00
110000	9.613E-01
120000	1.043E+00
130000	9.723E-01
140000	9.384E-01
150000	1.133E+00
160000	9.519E-01
170000	9.462E-01
180000	9.488E-01
190000	9.600E-01
200000	1.016E+00
210000	1.036E+00
220000	1.040E+00
230000	9.220E-01
240000	1.026E+00
250000	9.382E-01
260000	1.031E+00
270000	1.074E+00
280000	1.057E+00
290000	1.003E+00
300000	9.459E-01
310000	9.917E-01
320000	9.656E-01
330000	9.695E-01
340000	1.022E+00
350000	1.088E+00
360000	1.027E+00
370000	9.372E-01
380000	9.912E-01
390000	9.694E-01
400000	1.054E+00
410000	8.829E-01
420000	8.549E-01
430000	9.049E-01
440000	8.742E-01
450000	8.922E-01
460000	9.419E-01
470000	1.005E+00
480000	1.162E+00
490000	1.072E+00
500000	1.017E+00
510000	9.105E-01
520000	9.006E-01
530000	1.041E+00
540000	8.212E-01
550000	1.088E+00
560000	9.236E-01
570000	1.057E+00
580000	9.825E-01
590000	9.341E-01
600000	1.055E+00
610000	1.023E+00
620000	1.108E+00
630000	9.539E-01
640000	8.774E-01
650000	9.812E-01
660000	9.834E-01
670000	1.056E+00
680000	1.154E+00
690000	9.614E-01
700000	1.019E+00
710000	1.124E+00
720000	1.037E+00
730000	1.048E+00
740000	9.527E-01
750000	9.983E-01
760000	9.609E-01
770000	9.395E-01
780000	1.053E+00
790000	9.999E-01
800000	1.117E+00
810000	9.946E-01
820000	9.258E-01
830000	9.800E-01
840000	9.458E-01
850000	9.566E-01
860000	9.574E-01
870000	1.013E+00
880000	9.663E-01
890000	1.041E+00
900000	9.620E-01
910000	8.816E-01
920000	9.854E-01
930000	9.574E-01
940000	9.863E-01
950000	1.008E+00
960000	9.869E-01
970000	1.058E+00
980000	1.032E+00
990000	9.998E-01
1000000	1.102E+00
1100000	9.989E-01
1200000	9.895E-01
1300000	9.721E-01
1400000	9.439E-01
1500000	9.754E-01
1600000	9.864E-01
1700000	9.701E-01
1800000	9.736E-01
1900000	9.817E-01
2000000	1.022E+00
2100000	9.691E-01
2200000	1.063E+00
2300000	9.693E-01
2400000	1.193E+00
2500000	1.051E+00
2600000	9.065E-01
2700000	1.014E+00
2800000	9.926E-01
2900000	1.039E+00
3000000	1.019E+00
3100000	1.010E+00
3200000	1.161E+00
3300000	1.043E+00
3400000	9.069E-01
3500000	9.926E-01
3600000	9.371E-01
3700000	9.416E-01
3800000	8.729E-01
3900000	1.015E+00
4000000	9.601E-01
4100000	9.473E-01
4200000	1.012E+00
4300000	9.043E-01
4400000	9.682E-01
4500000	9.493E-01
4600000	9.926E-01
4700000	8.989E-01
4800000	1.037E+00
4900000	1.017E+00
5000000	9.603E-01
5100000	9.778E-01
5200000	1.041E+00
5300000	9.810E-01
5400000	9.121E-01
5500000	1.049E+00
5600000	1.081E+00
5700000	9.826E-01
5800000	9.077E-01
5900000	1.049E+00
6000000	9.461E-01
6100000	1.010E+00
6200000	9.565E-01
6300000	9.576E-01
6400000	1.067E+00
6500000	8.891E-01
6600000	1.053E+00
6700000	1.068E+00
6800000	1.036E+00
6900000	9.687E-01
7000000	9.563E-01
7100000	9.171E-01
7200000	8.879E-01
7300000	9.463E-01
7400000	9.359E-01
7500000	1.064E+00
7600000	9.636E-01
7700000	1.059E+00
7800000	8.975E-01
7900000	1.053E+00
8000000	1.074E+00
8100000	9.807E-01
8200000	1.040E+00
8300000	9.338E-01
8400000	9.919E-01
8500000	1.026E+00
8600000	1.015E+00
8700000	9.936E-01
8800000	9.181E-01
8900000	9.671E-01
9000000	1.007E+00
9100000	1.026E+00
9200000	1.028E+00
9300000	9.384E-01
9400000	1.067E+00
9500000	1.034E+00
9600000	1.046E+00
9700000	1.042E+00
9800000	9.370E-01
9900000	8.439E-01
